Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Churned,Signup_Quarter
50.0,Male,Australia,Perth,1.5,20.0,21.1,6.9,57.7,,9.0,46.0,85.0,32.7,3.9,26.4,4.0,4.0,37.3,14.4,2.0,472.69,537.0,0,Q2
52.0,Female,Japan,Tokyo,4.1,17.0,21.3,7.5,53.9,3.0,7.0,223.67,15.0,63.2,3.6,16.4,5.0,3.0,19.0,19.6,4.0,1671.12,2022.0,0,Q2
43.0,Male,Australia,Sydney,1.9,11.0,22.2,6.9,49.8,7.0,11.0,106.9,3.0,34.7,7.7,34.9,3.0,2.0,41.8,9.4,1.0,1063.26,3523.0,0,Q3
21.0,Male,Canada,Calgary,2.6,36.0,50.6,15.7,38.6,9.0,20.0,60.69,8.0,,,47.2,1.0,7.0,90.0,37.4,5.0,1215.96,4162.0,0,Q2
19.0,Female,USA,New York,2.7,29.0,35.7,20.4,17.0,,31.200000000000003,80.09,45.0,46.2,18.6,33.5,1.0,6.0,67.4,37.6,1.0,1957.4,3213.0,0,Q4
44.0,Male,Canada,Calgary,7.3,16.0,25.8,8.3,53.9,,14.0,163.32,32.0,17.8,8.0,1.7,,7.0,41.3,16.6,3.0,2148.7,2142.0,0,Q2
29.0,Female,Germany,Frankfurt,3.5,7.0,22.5,5.0,77.6,4.0,7.800000000000001,90.27,0.0,43.2,1.8,10.8,8.0,1.0,28.7,10.6,1.0,462.29,2061.0,0,Q4
48.0,Male,Japan,Osaka,2.8,10.0,26.1,7.7,69.4,4.0,16.900000000000002,52.46,1.0,61.67999999999999,24.9,25.2,4.0,1.0,44.3,15.6,3.0,768.93,1481.0,0,Q4
42.0,Male,Germany,Hamburg,3.0,12.0,26.7,6.3,79.2,0.0,7.0,127.9,0.0,47.9,3.9,4.2,7.0,2.0,11.6,,1.0,797.04,0.0,0,Q1
54.0,Female,Australia,Perth,4.0,10.0,22.7,5.8,53.9,2.0,10.0,91.96,1.0,31.0,1.4,17.5,7.0,2.0,0.0,14.6,2.0,769.7,482.0,0,Q3
49.0,Male,USA,Houston,2.0,10.0,46.4,8.5,63.2,5.0,12.0,103.38,6.0,26.7,2.1,28.2,7.0,3.0,16.0,23.1,2.0,1150.82,2047.0,0,Q3
44.0,Female,USA,Phoenix,0.5,25.0,43.9,11.8,16.1,9.0,35.0,85.38,59.0,27.1,2.0,29.4,3.0,9.0,53.6,21.4,3.0,2722.41,3924.0,0,Q1
42.0,Female,USA,New York,0.6,6.0,16.4,2.6,53.4,1.0,7.0,78.83,9.0,26.0,10.5,,5.0,1.0,18.0,3.2,3.0,545.09,1114.0,0,Q1
58.0,Female,France,Marseille,3.3,14.0,38.7,9.3,42.4,6.0,12.0,68.42,43.0,66.7,8.9,22.6,4.0,6.0,30.4,24.3,3.0,802.94,1280.0,0,Q2
49.0,Female,USA,Phoenix,2.5,9.0,24.3,5.8,65.9,2.0,7.0,128.91,14.0,54.5,,15.1,8.0,0.0,15.9,5.5,5.0,866.38,2110.0,0,Q3
46.0,Female,USA,Phoenix,0.8,13.0,33.9,8.8,75.3,1.0,14.0,101.37,22.0,10.7,9.3,29.5,7.0,1.0,30.8,15.5,1.0,1388.33,1748.0,0,Q3
56.0,Female,USA,New York,2.2,10.0,26.7,,69.6,3.0,11.0,133.32,47.0,23.3,1.3,15.4,5.0,6.0,23.4,20.3,1.0,1426.29,,0,Q3
48.0,Male,UK,Glasgow,1.1,14.0,31.6,9.6,40.9,5.0,11.0,54.12,79.0,42.7,6.4,43.7,6.0,3.0,21.9,15.9,,643.0,3829.0,0,Q2
36.0,Female,USA,Houston,3.8,7.0,29.7,6.2,72.1,,18.0,52.23,37.0,29.4,12.2,7.8,8.0,2.0,40.3,6.5,1.0,1062.94,1709.0,0,Q2
54.0,Male,Canada,Toronto,0.7,17.0,31.3,13.0,61.1,3.0,20.8,98.38,11.0,75.12,5.9,25.2,8.0,2.0,23.8,,2.0,1304.63,1999.0,0,Q4
53.0,Female,USA,Houston,6.5,7.0,22.3,,48.5,4.0,9.1,158.34,52.0,20.52,3.6,13.3,5.0,1.0,46.6,17.3,3.0,1085.42,1097.0,0,Q4
29.0,Female,France,Marseille,6.9,25.0,40.3,14.4,30.0,15.0,20.0,149.38,,51.7,4.3,42.3,4.0,5.0,30.7,37.1,2.0,2915.03,4662.0,0,Q2
42.0,Male,USA,New York,2.4,13.0,21.1,8.0,61.6,5.0,7.0,128.21,9.0,26.1,6.0,19.5,4.0,0.0,23.8,17.4,1.0,1000.17,1356.0,0,Q2
51.0,Female,Australia,Melbourne,0.7,16.0,17.7,4.5,77.0,0.0,16.900000000000002,67.21,8.0,76.91999999999999,0.4,22.3,8.0,5.0,13.8,19.9,4.0,839.28,0.0,0,Q4
26.0,Male,Germany,Berlin,1.0,4.0,34.6,10.3,59.1,3.0,12.0,151.4,41.0,17.3,0.4,8.1,5.0,4.0,28.4,24.1,5.0,1602.72,526.0,0,Q1
18.0,Male,USA,Phoenix,3.1,17.0,38.4,8.9,41.4,10.0,14.0,79.68,118.0,45.1,1.6,24.7,2.0,3.0,33.0,,1.0,999.45,2383.0,0,Q3
,Female,USA,Phoenix,0.8,18.0,33.0,11.1,45.0,5.0,13.0,162.99,32.0,42.2,2.3,21.4,4.0,3.0,37.4,20.4,2.0,1701.68,2876.0,0,Q3
44.0,Male,Canada,Toronto,2.4,12.0,41.5,,33.1,4.0,28.6,240.96,7.0,23.64,3.7,33.8,3.0,2.0,50.1,39.7,1.0,5308.29,2151.0,0,Q4
47.0,Female,France,Paris,4.5,4.0,25.3,6.2,65.9,2.0,8.0,167.12,19.0,57.6,,17.6,9.0,2.0,0.0,,3.0,1216.4,1610.0,0,Q1
31.0,Female,Australia,Melbourne,4.0,8.0,20.8,8.6,69.5,,8.0,70.89,33.0,62.0,4.2,,4.0,,5.2,26.1,3.0,486.43,1661.0,0,Q3
37.0,Male,USA,New York,8.0,3.0,7.4,7.4,74.0,1.0,9.0,112.88,8.0,47.3,3.2,2.1,4.0,1.0,12.8,16.3,2.0,1117.19,2295.0,0,Q1
35.0,Female,UK,Birmingham,4.5,26.0,31.1,12.8,43.6,6.0,14.0,104.8,32.0,,,33.2,1.0,1.0,29.7,20.8,4.0,1404.24,2110.0,0,Q3
33.0,Male,France,Toulouse,1.8,17.0,47.5,16.9,27.9,7.0,20.0,70.82,57.0,,3.9,32.2,1.0,6.0,46.3,26.0,2.0,1305.88,3417.0,0,Q3
33.0,Female,Germany,Frankfurt,0.2,7.0,28.5,6.5,75.1,2.0,6.0,63.17,28.0,23.8,4.3,2.6,4.0,2.0,12.1,13.8,2.0,366.65,967.0,0,Q2
49.0,Male,Germany,Cologne,2.7,15.0,20.6,5.7,59.2,3.0,11.7,95.83,47.0,37.56,4.1,0.0,5.0,1.0,42.4,18.5,2.0,986.18,1508.0,0,Q4
,Female,Australia,Brisbane,0.5,0.0,,6.3,60.7,1.0,9.0,123.65,3.0,15.2,0.4,10.6,5.0,1.0,9.3,22.9,1.0,943.68,0.0,0,Q2
32.0,Female,Germany,Munich,3.6,10.0,29.3,,63.8,4.0,19.5,72.97,20.0,23.28,0.9,35.7,5.0,7.0,,27.7,2.0,905.57,,0,Q4
52.0,Female,India,Hyderabad,2.5,24.0,15.5,,85.2,2.0,6.0,116.88,12.0,17.2,0.4,5.3,3.0,0.0,8.8,19.0,1.0,610.72,0.0,0,Q3
37.0,Female,USA,New York,1.4,20.0,19.9,9.6,63.4,4.0,16.900000000000002,54.68,55.0,36.84,2.4,26.0,6.0,3.0,,13.2,1.0,708.96,641.0,0,Q4
38.0,Male,Australia,Adelaide,1.3,18.0,27.4,12.1,33.3,7.0,16.900000000000002,101.48,106.0,,4.6,43.6,2.0,2.0,52.3,29.0,4.0,1399.56,3010.0,0,Q4
27.0,Male,UK,London,0.9,11.0,26.8,14.6,30.8,7.0,13.0,101.69,8.0,50.3,0.8,27.9,2.0,6.0,13.9,,2.0,1213.86,3590.0,0,Q1
28.0,Female,USA,Houston,3.8,17.0,40.5,10.5,40.3,10.0,16.0,71.55,64.0,33.0,7.2,44.1,4.0,6.0,48.4,27.8,2.0,1162.73,3155.0,0,Q3
50.0,Female,USA,Chicago,1.8,15.0,23.5,6.4,73.1,1.0,7.0,62.15,14.0,52.3,17.7,15.8,10.0,1.0,45.9,22.0,1.0,376.65,,0,Q1
,Female,Canada,Calgary,1.7,17.0,29.3,10.0,53.6,5.0,8.0,121.4,11.0,42.4,5.6,18.9,5.0,2.0,55.2,20.0,1.0,983.28,,0,Q3
29.0,Male,Germany,Frankfurt,0.9,9.0,26.5,6.1,51.6,3.0,13.0,144.35,56.0,54.3,2.7,,8.0,,36.0,12.9,5.0,1596.52,2354.0,0,Q1
41.0,Female,USA,Chicago,0.5,12.0,37.3,12.6,40.3,7.0,14.0,181.0,60.0,65.9,0.8,55.1,5.0,3.0,41.2,16.5,3.0,2599.07,3574.0,0,Q2
27.0,Male,USA,Chicago,6.4,13.0,11.5,4.4,74.3,1.0,7.0,129.07,26.0,19.8,4.3,23.8,13.0,2.0,43.1,14.9,1.0,793.4,0.0,0,Q2
51.0,Male,Canada,Montreal,0.1,5.0,14.1,5.0,58.4,0.0,5.0,102.03,25.0,63.0,4.0,,7.0,,37.8,5.7,2.0,541.08,733.0,0,Q3
30.0,Male,USA,Phoenix,2.2,0.0,24.5,10.6,52.5,2.0,11.0,129.16,16.0,13.3,12.8,29.1,6.0,1.0,10.9,27.0,1.0,1216.46,3234.0,0,Q2
50.0,Male,Canada,Ottawa,2.7,12.0,30.8,9.2,31.1,4.0,18.0,148.58,43.0,29.0,1.5,31.6,3.0,7.0,39.2,32.4,2.0,2761.06,2357.0,0,Q3
19.0,Male,UK,Leeds,3.6,19.0,22.9,,67.5,2.0,6.0,100.86,,52.2,4.0,4.2,6.0,2.0,6.3,17.4,4.0,622.5,1454.0,0,Q1
26.0,Female,USA,Houston,0.5,1.0,15.1,8.5,54.3,5.0,12.0,183.84,29.0,,2.9,12.5,4.0,1.0,12.7,17.0,2.0,1937.6,1709.0,0,Q1
43.0,Male,USA,Phoenix,2.5,8.0,9.2,4.6,75.1,,7.0,76.38,,14.3,8.5,,3.0,1.0,35.3,10.2,2.0,571.62,1267.0,0,Q2
31.0,Male,Japan,Nagoya,2.2,10.0,23.3,4.8,54.6,,14.0,108.0,12.0,5.8,3.5,19.4,9.0,,16.4,16.0,2.0,1553.1,2087.0,0,Q1
24.0,Female,France,Lyon,1.8,15.0,38.6,8.0,49.5,7.0,15.6,189.66,156.0,80.28,8.2,8.4,5.0,6.0,30.9,24.9,4.0,2414.7,3315.0,0,Q4
,Male,Australia,Adelaide,0.5,19.0,27.6,9.7,63.6,6.0,11.0,132.4,23.0,58.4,24.2,9.8,7.0,3.0,0.0,6.2,2.0,1609.38,671.0,0,Q3
28.0,Male,USA,Los Angeles,2.1,8.0,19.9,5.6,47.2,2.0,9.1,143.93,24.0,64.32,6.7,14.7,6.0,2.0,,13.9,2.0,841.22,3191.0,0,Q4
30.0,Female,USA,Los Angeles,3.6,9.0,21.3,6.6,59.9,3.0,11.0,125.63,29.0,69.1,3.7,19.4,7.0,1.0,15.0,,3.0,1481.71,1900.0,0,Q1
54.0,Female,UK,Birmingham,2.4,18.0,35.1,8.7,39.6,8.0,22.1,107.54,30.0,,8.2,23.4,9.0,4.0,,27.3,3.0,1814.69,1598.0,0,Q4
43.0,Female,Australia,Melbourne,3.3,14.0,33.2,13.1,49.7,6.0,15.0,76.19,19.0,69.0,,15.9,2.0,6.0,38.8,26.0,2.0,934.56,3699.0,0,Q3
34.0,Male,Germany,Berlin,3.5,12.0,21.0,8.6,65.2,0.0,13.0,160.93,12.0,75.96,7.6,12.8,5.0,2.0,35.3,12.5,2.0,1764.9,2482.0,0,Q4
43.0,Male,USA,Phoenix,5.8,18.0,35.1,13.7,46.5,3.0,15.0,124.39,42.0,22.0,6.1,10.1,3.0,4.0,47.1,17.3,2.0,2069.14,1556.0,0,Q3
59.0,Male,India,Bangalore,1.3,1.0,20.5,8.4,61.2,,14.0,89.88,7.0,,2.2,17.9,4.0,5.0,26.0,17.5,3.0,1417.69,3838.0,0,Q1
38.0,Male,USA,Los Angeles,4.4,7.0,21.2,9.3,47.5,6.0,12.0,52.77,0.0,64.9,23.4,,5.0,6.0,37.7,25.0,4.0,665.5,2342.0,0,Q3
53.0,Female,USA,Chicago,3.4,16.0,34.0,14.7,47.2,8.0,17.0,81.67,41.0,20.5,,41.7,3.0,6.0,25.6,,1.0,1204.19,2626.0,0,Q2
38.0,Male,USA,Phoenix,5.9,26.0,36.4,14.6,25.6,,16.0,153.06,34.0,51.2,3.9,32.7,3.0,3.0,52.1,28.8,2.0,2796.03,2734.0,0,Q1
49.0,Male,USA,New York,4.4,16.0,30.8,14.7,42.0,,14.0,116.49,93.0,48.9,1.8,42.8,6.0,8.0,25.0,21.4,2.0,1427.87,3369.0,0,Q2
24.0,Male,USA,Los Angeles,1.4,7.0,21.1,6.3,67.1,2.0,4.0,141.53,9.0,40.4,9.1,16.4,10.0,1.0,10.1,,,529.84,1758.0,0,Q3
55.0,Male,Australia,Sydney,4.2,5.0,35.0,6.8,67.1,4.0,17.0,156.24,,27.1,17.8,20.9,2.0,4.0,33.8,20.1,1.0,2899.3,,0,Q2
58.0,Male,USA,Los Angeles,0.2,25.0,43.6,12.4,54.7,8.0,20.8,71.44,6.0,33.48,0.8,30.1,2.0,,29.7,29.0,4.0,1131.96,2379.0,0,Q4
57.0,Female,UK,London,3.1,3.0,14.4,5.9,60.5,2.0,11.7,94.12,26.0,52.56,6.2,13.2,8.0,1.0,13.1,5.6,3.0,939.36,2639.0,0,Q4
,Female,USA,Chicago,4.5,7.0,23.5,8.5,63.8,2.0,8.0,136.21,,22.5,10.0,13.9,5.0,3.0,11.7,20.3,1.0,925.4,460.0,0,Q3
43.0,Male,Germany,Munich,3.5,9.0,11.5,6.2,54.2,2.0,6.0,143.02,35.0,33.4,4.2,,9.0,1.0,,17.0,1.0,930.32,973.0,0,Q3
37.0,Male,Australia,Melbourne,1.3,9.0,27.5,11.0,65.5,6.0,17.0,74.13,7.0,,20.5,20.1,4.0,3.0,23.9,26.8,2.0,1493.28,3729.0,0,Q1
42.0,Female,India,Delhi,6.1,7.0,20.5,,56.7,5.0,14.0,110.53,26.0,82.6,2.8,22.3,1.0,3.0,3.5,25.1,2.0,1250.78,1061.0,0,Q3
39.0,Male,Canada,Vancouver,3.1,6.0,,8.0,88.4,0.0,14.3,76.54,6.0,72.12,10.6,14.8,5.0,1.0,9.2,17.3,5.0,918.32,1331.0,0,Q4
50.0,Female,France,Nice,9.5,16.0,24.4,6.2,62.8,5.0,13.0,108.0,68.0,15.4,,5.6,3.0,1.0,27.4,23.9,3.0,1192.33,640.0,0,Q1
27.0,Female,USA,Phoenix,3.3,7.0,13.3,8.7,65.4,5.0,6.5,66.9,8.0,60.48,7.5,12.0,9.0,3.0,24.2,12.4,2.0,287.57,614.0,0,Q4
37.0,Male,Germany,Munich,1.7,13.0,30.2,11.3,50.9,2.0,10.0,115.59,60.0,55.8,3.8,0.0,6.0,3.0,,22.8,2.0,1018.62,3722.0,0,Q2
29.0,Male,France,Toulouse,1.9,17.0,24.4,7.6,62.3,5.0,11.7,67.45,55.0,46.92,12.0,18.4,4.0,,20.9,,2.0,713.98,2645.0,0,Q4
35.0,Male,USA,Houston,2.9,13.0,21.3,,60.6,4.0,9.0,67.95,0.0,25.0,8.6,43.6,6.0,2.0,10.3,21.8,3.0,613.81,2174.0,0,Q2
22.0,Male,Australia,Sydney,1.9,7.0,19.5,4.4,80.0,1.0,7.0,169.34,44.0,57.8,7.4,29.4,9.0,1.0,7.0,5.1,3.0,1072.64,3748.0,0,Q1
52.0,Female,Germany,Cologne,1.3,13.0,20.9,9.1,60.6,5.0,10.0,139.43,18.0,,6.0,14.5,3.0,1.0,33.5,23.5,1.0,1570.34,163.0,0,Q1
,Female,Germany,Hamburg,0.7,5.0,27.5,7.5,65.6,,11.0,80.76,29.0,63.1,13.0,15.7,7.0,4.0,,12.2,1.0,822.57,2158.0,0,Q1
43.0,Male,USA,Chicago,1.4,3.0,20.6,8.8,66.5,1.0,11.0,79.39,12.0,5.0,9.7,16.0,4.0,3.0,33.0,19.7,1.0,924.33,964.0,0,Q2
55.0,Female,Germany,Cologne,3.6,19.0,26.0,9.7,52.2,6.0,26.0,129.85,16.0,68.39999999999999,4.1,16.1,5.0,4.0,42.2,,2.0,2929.76,2146.0,0,Q4
35.0,Female,USA,Los Angeles,6.9,21.0,48.6,11.2,42.1,9.0,26.0,219.79,30.0,45.0,9.7,32.4,5.0,5.0,,20.3,2.0,4682.35,1872.0,0,Q4
52.0,Male,USA,New York,2.9,27.0,33.4,12.1,37.0,2.0,18.2,86.71,8.0,86.88000000000001,8.3,33.7,9.0,5.0,52.5,32.3,4.0,974.6,2702.0,0,Q4
35.0,Female,Germany,Hamburg,3.7,7.0,8.5,7.9,76.0,3.0,11.7,78.91,60.0,33.84,,12.6,5.0,0.0,39.6,,3.0,624.5,,0,Q4
42.0,Female,UK,Manchester,6.9,17.0,49.1,17.2,22.5,6.0,28.6,225.8,5.0,73.2,8.2,37.3,4.0,9.0,67.7,,3.0,5419.84,4012.0,0,Q4
40.0,Female,Australia,Brisbane,3.7,6.0,22.4,9.4,77.1,3.0,13.0,63.42,2.0,36.0,,,9.0,4.0,21.8,18.1,5.0,628.02,2313.0,0,Q4
29.0,Male,USA,New York,2.0,8.0,23.6,8.7,71.6,3.0,10.0,143.72,32.0,40.9,1.1,31.4,2.0,4.0,25.3,,2.0,1500.05,1470.0,0,Q3
29.0,Female,UK,Leeds,1.8,11.0,33.6,10.2,62.2,7.0,22.1,148.91,4.0,21.24,3.2,17.2,4.0,4.0,,25.3,5.0,2235.28,2950.0,0,Q4
53.0,Male,Germany,Berlin,1.7,8.0,28.2,2.3,56.4,4.0,19.5,73.59,8.0,69.72,1.1,10.9,9.0,1.0,10.7,15.2,2.0,1103.6,427.0,0,Q4
56.0,Male,USA,Los Angeles,3.6,20.0,34.8,11.9,32.3,9.0,25.0,145.02,21.0,8.6,10.2,44.3,3.0,5.0,55.5,30.9,3.0,3601.04,1946.0,0,Q1
28.0,Female,India,Bangalore,0.7,17.0,44.8,16.9,33.7,8.0,22.0,177.52,27.0,51.5,4.0,33.2,5.0,4.0,33.0,32.7,1.0,3826.56,2999.0,0,Q1
39.0,Female,Germany,Berlin,7.5,9.0,18.4,4.9,85.8,7.0,6.0,170.49,30.0,58.8,2.6,21.3,4.0,2.0,6.2,8.9,1.0,1131.0,1456.0,0,Q2
36.0,Female,Canada,Montreal,3.1,24.0,35.6,13.6,40.3,3.0,17.0,140.32,15.0,84.1,7.3,37.2,1.0,5.0,32.5,27.1,3.0,2791.08,2471.0,0,Q1
36.0,Female,USA,New York,0.6,1.0,27.5,7.7,71.7,6.0,11.0,155.49,22.0,70.9,0.8,22.8,4.0,,27.6,17.2,2.0,1922.45,3040.0,0,Q1
35.0,Female,Canada,Ottawa,6.6,18.0,38.3,15.2,50.5,10.0,18.0,86.67,6.0,79.2,0.9,39.1,3.0,3.0,26.8,27.3,4.0,1417.41,3472.0,0,Q3
18.0,Male,USA,New York,3.7,20.0,28.9,,47.9,4.0,13.0,144.21,36.0,59.6,6.1,35.4,8.0,5.0,42.6,24.7,,1830.02,1309.0,0,Q2
29.0,Male,Australia,Brisbane,1.9,6.0,20.7,5.4,61.5,3.0,8.0,94.47,33.0,27.2,3.8,15.9,9.0,0.0,13.4,1.4,1.0,771.28,,0,Q2
34.0,Female,Germany,Frankfurt,1.4,14.0,31.6,,59.4,7.0,12.0,104.01,6.0,60.7,,32.5,4.0,2.0,26.2,24.5,3.0,1111.49,3021.0,0,Q1
48.0,Female,Germany,Frankfurt,3.4,8.0,16.6,10.2,58.2,3.0,6.0,221.63,43.0,4.0,7.3,,6.0,2.0,14.5,12.3,1.0,1309.53,,0,Q1
37.0,Female,Germany,Frankfurt,4.7,2.0,9.9,3.7,82.3,2.0,6.5,104.8,20.0,12.0,2.8,31.2,,2.0,,,3.0,557.35,2820.0,0,Q4
51.0,Male,France,Marseille,2.3,12.0,39.9,13.6,55.6,2.0,17.0,59.08,1.0,14.6,1.0,0.0,5.0,3.0,43.0,33.9,4.0,1105.57,3699.0,0,Q3
50.0,Female,Germany,Munich,1.9,18.0,48.3,18.8,15.9,7.0,24.7,64.52,34.0,90.84,3.4,46.6,6.0,6.0,64.7,33.8,4.0,1278.32,2871.0,0,Q4
25.0,Female,Japan,Kyoto,1.2,29.0,48.6,16.0,27.1,12.0,26.0,88.39,99.0,13.1,4.2,48.5,1.0,5.0,54.1,37.6,4.0,2006.39,,0,Q1
33.0,Male,UK,Manchester,2.6,23.0,28.6,11.8,36.2,5.0,18.0,56.84,14.0,39.1,0.9,23.1,5.0,5.0,52.4,21.3,1.0,1052.05,2310.0,0,Q2
37.0,Female,USA,Phoenix,2.8,27.0,40.8,10.7,44.8,,22.1,207.11,20.0,53.4,6.5,19.2,3.0,8.0,63.0,31.5,5.0,3506.31,3869.0,0,Q4
31.0,Male,USA,Chicago,3.9,2.0,21.1,5.3,58.8,3.0,14.3,123.02,46.0,56.16,15.8,9.7,5.0,2.0,0.0,9.6,2.0,1423.12,636.0,0,Q4
,Male,Germany,Hamburg,5.2,11.0,,14.2,62.3,3.0,17.0,130.03,40.0,85.3,0.9,31.9,5.0,,39.3,25.2,2.0,2480.63,,0,Q2
39.0,Female,India,Chennai,3.5,6.0,6.2,1.0,68.3,2.0,4.0,127.76,3.0,52.3,5.4,3.1,3.0,0.0,0.0,13.5,3.0,502.51,486.0,0,Q1
31.0,Female,USA,Houston,6.4,4.0,,4.4,65.8,6.0,18.0,105.96,87.0,22.5,13.4,43.4,4.0,1.0,9.8,28.3,3.0,1548.74,742.0,0,Q1
39.0,Male,USA,Chicago,3.0,16.0,34.8,12.1,50.3,7.0,16.0,94.77,15.0,47.0,6.6,32.6,2.0,2.0,52.0,25.9,2.0,1679.17,2655.0,0,Q2
18.0,Male,Canada,Ottawa,0.2,9.0,29.9,5.7,61.4,3.0,19.0,122.35,1.0,69.4,7.6,,3.0,3.0,46.3,,4.0,2473.92,1213.0,0,Q3
46.0,Female,Canada,Calgary,4.1,20.0,26.6,12.2,43.0,3.0,16.0,246.9,55.0,71.6,3.4,36.2,3.0,0.0,18.5,27.9,2.0,3277.04,1852.0,0,Q1
31.0,Male,USA,Chicago,1.9,7.0,22.5,9.2,61.7,2.0,12.0,79.27,29.0,60.6,6.3,22.9,1.0,3.0,13.7,11.0,2.0,1070.48,1839.0,0,Q1
47.0,Female,Japan,Nagoya,3.5,15.0,33.9,9.4,51.0,3.0,10.0,71.98,,72.9,9.9,16.0,9.0,2.0,52.9,19.4,2.0,591.61,1668.0,0,Q2
36.0,Female,USA,Phoenix,1.2,22.0,35.8,13.4,40.3,9.0,21.0,76.23,,54.2,1.3,36.5,5.0,10.0,63.1,35.9,3.0,1512.83,1094.0,0,Q3
71.0,Male,France,Lyon,4.7,24.0,33.3,12.1,44.7,7.0,17.0,55.21,9.0,4.9,9.3,48.0,3.0,5.0,50.3,23.5,4.0,852.05,3182.0,0,Q1
29.0,Female,France,Lyon,3.7,12.0,44.4,12.9,39.6,,19.0,187.63,118.0,53.9,6.4,27.4,3.0,10.0,57.9,25.5,2.0,3047.59,2763.0,0,Q1
41.0,Female,Canada,Ottawa,2.7,6.0,39.9,11.8,62.3,,19.5,101.63,6.0,54.72,3.0,34.8,8.0,5.0,37.0,20.6,2.0,1705.51,2860.0,0,Q4
45.0,Male,USA,Phoenix,0.3,17.0,30.5,12.4,51.0,1.0,16.900000000000002,85.04,46.0,17.04,,7.9,5.0,2.0,55.6,20.9,2.0,946.41,1251.0,0,Q4
,Female,USA,New York,1.3,9.0,28.6,4.9,53.1,,10.0,134.46,50.0,34.9,0.7,14.3,4.0,1.0,22.5,,2.0,1398.58,1341.0,0,Q3
44.0,Male,Canada,Vancouver,1.1,9.0,20.9,7.5,57.2,4.0,7.0,32.41,38.0,62.3,4.3,14.8,3.0,6.0,24.8,,3.0,208.79,,0,Q3
30.0,Female,USA,Chicago,2.8,6.0,13.5,7.8,60.1,3.0,3.9,96.27,60.0,,5.2,20.9,7.0,0.0,0.0,3.5,4.0,236.73,,0,Q4
31.0,Male,France,Lyon,0.8,16.0,28.6,9.6,40.8,,13.0,174.04,13.0,49.0,3.9,21.7,3.0,2.0,42.5,23.4,3.0,2122.7,3723.0,0,Q1
37.0,Male,USA,Los Angeles,3.8,5.0,27.8,5.0,82.9,3.0,8.0,157.58,11.0,64.3,0.6,,4.0,1.0,24.3,13.4,2.0,1238.93,480.0,0,Q1
54.0,Male,USA,Phoenix,2.0,8.0,27.0,6.0,50.5,6.0,12.0,92.93,1.0,46.1,9.9,19.8,3.0,2.0,42.9,18.2,2.0,1129.81,144.0,0,Q3
54.0,Female,USA,Phoenix,3.1,9.0,31.6,10.7,74.9,7.0,31.200000000000003,87.49,11.0,54.6,21.9,18.9,7.0,4.0,32.0,21.6,2.0,1813.74,3443.0,0,Q4
44.0,Male,India,Bangalore,3.4,23.0,33.0,15.6,41.9,6.0,18.0,162.96,132.0,29.7,1.8,15.6,5.0,,69.8,,1.0,2518.97,4586.0,0,Q3
34.0,Female,Canada,Toronto,1.5,2.0,23.3,6.1,71.5,2.0,6.0,204.52,13.0,20.4,2.5,4.4,9.0,0.0,0.0,3.9,2.0,1069.7,1680.0,0,Q2
44.0,Female,India,Hyderabad,1.4,7.0,16.0,6.2,66.4,6.0,9.0,111.12,95.0,28.0,,15.1,4.0,1.0,49.5,4.4,2.0,1102.83,,0,Q3
27.0,Male,UK,Birmingham,4.3,16.0,39.2,12.7,33.8,4.0,16.0,64.12,11.0,33.8,2.0,28.1,4.0,7.0,37.9,38.1,3.0,845.45,3989.0,0,Q1
,Female,Germany,Hamburg,1.7,6.0,25.9,4.5,60.2,1.0,9.0,128.95,0.0,29.5,14.0,13.4,3.0,,12.2,13.3,1.0,1205.91,910.0,0,Q1
42.0,Male,UK,Leeds,4.6,10.0,44.8,11.0,61.1,3.0,16.900000000000002,79.94,99.0,22.44,11.8,40.3,6.0,2.0,,23.4,3.0,1124.34,522.0,0,Q4
,Female,Australia,Sydney,3.0,7.0,22.2,7.3,41.9,2.0,13.0,110.39,28.0,23.8,9.3,27.6,3.0,,37.8,12.2,4.0,1547.18,,0,Q1
22.0,Male,UK,Glasgow,2.5,25.0,46.9,17.0,7.2,11.0,22.0,74.8,22.0,31.7,5.6,42.2,2.0,6.0,58.4,29.3,1.0,1883.86,3328.0,0,Q2
44.0,Female,Germany,Cologne,1.8,16.0,22.7,,50.7,1.0,13.0,71.27,22.0,60.48,1.5,40.0,6.0,4.0,55.8,15.1,2.0,675.27,1541.0,0,Q4
44.0,Male,Germany,Cologne,5.8,8.0,33.0,14.0,69.0,2.0,18.2,108.77,88.0,36.6,7.2,,5.0,5.0,36.5,21.5,1.0,1264.72,,0,Q4
24.0,Male,USA,New York,3.0,5.0,30.8,6.4,46.9,4.0,14.0,80.98,77.0,39.2,1.2,20.0,4.0,2.0,19.9,26.5,1.0,1086.53,,0,Q3
35.0,Male,Germany,Munich,0.4,2.0,31.9,7.4,47.6,1.0,11.0,136.44,33.0,54.2,3.2,23.3,7.0,1.0,,22.8,2.0,1312.08,649.0,0,Q1
